2025-01-27T04:32:08.155Z - GET / - IP: 10.240.2.23 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:32:12.261Z - GET / - IP: 10.240.1.34 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15
2025-01-27T04:32:12.659Z - GET /favicon.ico - IP: 10.240.2.131 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:32:13.814Z - GET / - IP: 10.240.2.23 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:32:16.091Z - GET /api/category - IP: 10.240.1.34 - Status: 403 - Forbidden - User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36
2025-01-27T04:32:27.406Z - GET /api/category - IP: ::1 - Status: 200 - OK - User-Agent: PostmanRuntime/7.43.0
2025-01-27T04:32:40.577Z - GET /favicon.ico - IP: 10.240.0.10 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:32:43.631Z - GET / - IP: 10.240.0.10 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:32:49.050Z - GET / - IP: 10.240.0.10 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:32:56.981Z - GET /favicon.ico - IP: 10.240.2.131 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:32:58.236Z - GET / - IP: 10.240.2.131 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:33:43.068Z - GET /uploads//category/1737635129880-290553946.jpg - IP: 10.240.2.23 - Status: 200 - OK - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36
2025-01-27T04:33:59.859Z - GET /favicon.ico - IP: 10.240.1.34 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:34:05.995Z - GET / - IP: 10.240.1.34 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:34:07.776Z - GET / - IP: 10.240.1.34 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:34:55.549Z - GET /api/cetegory - IP: 10.240.1.34 - Status: 403 - Forbidden - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
